GAME_DATE,GAME_ID,MATCHUP,HOME_TEAM,AWAY_TEAM,HOME_PREV_SEAS_WIN_PERC,HOME_PREV_SEAS_AVG_PTS_PER_GAME,HOME_PREV_SEAS_FG_PERC,HOME_PREV_SEAS_THREE_PERC,HOME_PREV_SEAS_FREE_THROW_PERC,HOME_PREV_SEAS_PLUS_MINUS,AWAY_PREV_SEAS_WIN_PERC,AWAY_PREV_SEAS_AVG_PTS_PER_GAME,AWAY_PREV_SEAS_FG_PERC,AWAY_PREV_SEAS_THREE_PERC,AWAY_PREV_SEAS_FREE_THROW_PERC,AWAY_PREV_SEAS_PLUS_MINUS,HOME_WIN
1/7/2014,21300514,SAS @ MEM,MEM,SAS,0.683,93.4,44.4,34.5,77.3,4.1,0.707,103,48.1,37.6,79.1,6.4,0
1/7/2014,21300517,BOS @ DEN,DEN,BOS,0.695,106.1,47.8,34.3,70.1,5.1,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/7/2014,21300519,POR @ SAC,SAC,POR,0.341,100.2,44.7,36.3,76.9,-4.9,0.402,97.5,44.8,35.3,77.6,-3.2,1
1/8/2014,21300523,GSW @ BKN,BKN,GSW,0.598,96.9,45,35.7,73.1,1.8,0.573,101.2,45.8,40.3,79,0.9,1
1/8/2014,21300521,DET @ TOR,TOR,DET,0.415,97.2,44.6,34.3,78.8,-1.5,0.354,94.9,44.9,35.6,69.9,-4,1
1/8/2014,21300520,DAL @ SAS,SAS,DAL,0.707,103,48.1,37.6,79.1,6.4,0.5,101.1,46.2,37.2,79.3,-0.6,1
1/8/2014,21300526,LAL @ HOU,HOU,LAL,0.549,106,46.1,36.6,75.4,3.5,0.549,102.2,45.8,35.5,69.2,1.2,1
1/8/2014,21300528,BOS @ LAC,LAC,BOS,0.683,101.1,47.8,35.8,71.1,6.5,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/8/2014,21300527,ORL @ POR,POR,ORL,0.402,97.5,44.8,35.3,77.6,-3.2,0.244,94.1,44.8,32.9,75.5,-7,1
1/8/2014,21300524,PHX @ MIN,MIN,PHX,0.378,95.7,43.9,30.5,74.2,-2.4,0.305,95.2,44.3,33,74.4,-6.5,0
1/8/2014,21300522,IND @ ATL,ATL,IND,0.537,98,46.4,37.1,71.5,0.4,0.605,94.7,43.6,34.7,74.6,4,1
1/8/2014,21300525,WAS @ NOP,NOP,WAS,0.329,94.1,44.8,36.3,77.6,-3.9,0.354,93.2,43.5,36.5,73.3,-2.5,0
1/9/2014,21300530,OKC @ DEN,DEN,OKC,0.695,106.1,47.8,34.3,70.1,5.1,0.732,105.7,48.1,37.7,82.8,9.2,1
1/9/2014,21300529,MIA @ NYK,NYK,MIA,0.659,100,44.8,37.6,75.9,4.2,0.805,102.9,49.6,39.6,75.4,7.9,1
1/10/2014,21300539,CLE @ UTA,UTA,CLE,0.524,98,45.4,36.6,76.4,-0.1,0.293,96.5,43.4,34.6,75.6,-4.7,0
1/10/2014,21300534,PHX @ MEM,MEM,PHX,0.683,93.4,44.4,34.5,77.3,4.1,0.305,95.2,44.3,33,74.4,-6.5,1
1/10/2014,21300542,LAL @ LAC,LAC,LAL,0.683,101.1,47.8,35.8,71.1,6.5,0.549,102.2,45.8,35.5,69.2,1.2,1
1/10/2014,21300537,MIA @ BKN,BKN,MIA,0.598,96.9,45,35.7,73.1,1.8,0.805,102.9,49.6,39.6,75.4,7.9,1
1/10/2014,21300536,DAL @ NOP,NOP,DAL,0.329,94.1,44.8,36.3,77.6,-3.9,0.5,101.1,46.2,37.2,79.3,-0.6,0
1/10/2014,21300541,BOS @ GSW,GSW,BOS,0.573,101.2,45.8,40.3,79,0.9,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/10/2014,21300533,HOU @ ATL,ATL,HOU,0.537,98,46.4,37.1,71.5,0.4,0.549,106,46.1,36.6,75.4,3.5,1
1/10/2014,21300535,CHA @ MIN,MIN,CHA,0.378,95.7,43.9,30.5,74.2,-2.4,0.256,93.4,42.5,33.5,75,-9.2,1
1/10/2014,21300532,DET @ PHI,PHI,DET,0.415,93.2,44.4,36,72.9,-3.3,0.354,94.9,44.9,35.6,69.9,-4,0
1/10/2014,21300540,ORL @ SAC,SAC,ORL,0.341,100.2,44.7,36.3,76.9,-4.9,0.244,94.1,44.8,32.9,75.5,-7,1
1/10/2014,21300531,WAS @ IND,IND,WAS,0.605,94.7,43.6,34.7,74.6,4,0.354,93.2,43.5,36.5,73.3,-2.5,1
1/10/2014,21300538,CHI @ MIL,MIL,CHI,0.463,98.9,43.5,36,73.6,-1.5,0.549,93.2,43.7,35.3,77.3,0.3,0
1/11/2014,21300547,CHA @ CHI,CHI,CHA,0.549,93.2,43.7,35.3,77.3,0.3,0.256,93.4,42.5,33.5,75,-9.2,1
1/11/2014,21300550,ORL @ DEN,DEN,ORL,0.695,106.1,47.8,34.3,70.1,5.1,0.244,94.1,44.8,32.9,75.5,-7,1
1/11/2014,21300549,NOP @ DAL,DAL,NOP,0.5,101.1,46.2,37.2,79.3,-0.6,0.329,94.1,44.8,36.3,77.6,-3.9,1
1/11/2014,21300551,BOS @ POR,POR,BOS,0.402,97.5,44.8,35.3,77.6,-3.2,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/11/2014,21300546,NYK @ PHI,PHI,NYK,0.415,93.2,44.4,36,72.9,-3.3,0.659,100,44.8,37.6,75.9,4.2,0
1/11/2014,21300543,BKN @ TOR,TOR,BKN,0.415,97.2,44.6,34.3,78.8,-1.5,0.598,96.9,45,35.7,73.1,1.8,1
1/11/2014,21300544,HOU @ WAS,WAS,HOU,0.354,93.2,43.5,36.5,73.3,-2.5,0.549,106,46.1,36.6,75.4,3.5,0
1/11/2014,21300545,PHX @ DET,DET,PHX,0.354,94.9,44.9,35.6,69.9,-4,0.305,95.2,44.3,33,74.4,-6.5,1
1/11/2014,21300548,MIL @ OKC,OKC,MIL,0.732,105.7,48.1,37.7,82.8,9.2,0.463,98.9,43.5,36,73.6,-1.5,1
1/12/2014,21300553,ATL @ MEM,MEM,ATL,0.683,93.4,44.4,34.5,77.3,4.1,0.537,98,46.4,37.1,71.5,0.4,1
1/12/2014,21300554,MIN @ SAS,SAS,MIN,0.707,103,48.1,37.6,79.1,6.4,0.378,95.7,43.9,30.5,74.2,-2.4,1
1/12/2014,21300552,CLE @ SAC,SAC,CLE,0.341,100.2,44.7,36.3,76.9,-4.9,0.293,96.5,43.4,34.6,75.6,-4.7,1
1/13/2014,21300560,ORL @ DAL,DAL,ORL,0.5,101.1,46.2,37.2,79.3,-0.6,0.244,94.1,44.8,32.9,75.5,-7,1
1/13/2014,21300556,HOU @ BOS,BOS,HOU,0.506,96.5,46.5,35.8,77.6,-0.2,0.549,106,46.1,36.6,75.4,3.5,0
1/13/2014,21300559,SAS @ NOP,NOP,SAS,0.329,94.1,44.8,36.3,77.6,-3.9,0.707,103,48.1,37.6,79.1,6.4,0
1/13/2014,21300561,DEN @ UTA,UTA,DEN,0.524,98,45.4,36.6,76.4,-0.1,0.695,106.1,47.8,34.3,70.1,5.1,1
1/13/2014,21300557,PHX @ NYK,NYK,PHX,0.659,100,44.8,37.6,75.9,4.2,0.305,95.2,44.3,33,74.4,-6.5,1
1/13/2014,21300555,MIL @ TOR,TOR,MIL,0.415,97.2,44.6,34.3,78.8,-1.5,0.463,98.9,43.5,36,73.6,-1.5,1
1/13/2014,21300558,WAS @ CHI,CHI,WAS,0.549,93.2,43.7,35.3,77.3,0.3,0.354,93.2,43.5,36.5,73.3,-2.5,0
1/14/2014,21300562,NYK @ CHA,CHA,NYK,0.256,93.4,42.5,33.5,75,-9.2,0.659,100,44.8,37.6,75.9,4.2,1
1/14/2014,21300565,CLE @ LAL,LAL,CLE,0.549,102.2,45.8,35.5,69.2,1.2,0.293,96.5,43.4,34.6,75.6,-4.7,0
1/14/2014,21300564,OKC @ MEM,MEM,OKC,0.683,93.4,44.4,34.5,77.3,4.1,0.732,105.7,48.1,37.7,82.8,9.2,1
1/14/2014,21300563,SAC @ IND,IND,SAC,0.605,94.7,43.6,34.7,74.6,4,0.341,100.2,44.7,36.3,76.9,-4.9,1
1/15/2014,21300568,MIA @ WAS,WAS,MIA,0.354,93.2,43.5,36.5,73.3,-2.5,0.805,102.9,49.6,39.6,75.4,7.9,1
1/15/2014,21300566,CHI @ ORL,ORL,CHI,0.244,94.1,44.8,32.9,75.5,-7,0.549,93.2,43.7,35.3,77.3,0.3,0
1/15/2014,21300571,SAC @ MIN,MIN,SAC,0.378,95.7,43.9,30.5,74.2,-2.4,0.341,100.2,44.7,36.3,76.9,-4.9,0
1/15/2014,21300574,LAL @ PHX,PHX,LAL,0.305,95.2,44.3,33,74.4,-6.5,0.549,102.2,45.8,35.5,69.2,1.2,1
1/15/2014,21300577,DAL @ LAC,LAC,DAL,0.683,101.1,47.8,35.8,71.1,6.5,0.5,101.1,46.2,37.2,79.3,-0.6,1
1/15/2014,21300570,MEM @ MIL,MIL,MEM,0.463,98.9,43.5,36,73.6,-1.5,0.683,93.4,44.4,34.5,77.3,4.1,0
1/15/2014,21300576,DEN @ GSW,GSW,DEN,0.573,101.2,45.8,40.3,79,0.9,0.695,106.1,47.8,34.3,70.1,5.1,0
1/15/2014,21300567,CHA @ PHI,PHI,CHA,0.415,93.2,44.4,36,72.9,-3.3,0.256,93.4,42.5,33.5,75,-9.2,1
1/15/2014,21300575,CLE @ POR,POR,CLE,0.402,97.5,44.8,35.3,77.6,-3.2,0.293,96.5,43.4,34.6,75.6,-4.7,1
1/15/2014,21300572,HOU @ NOP,NOP,HOU,0.329,94.1,44.8,36.3,77.6,-3.9,0.549,106,46.1,36.6,75.4,3.5,0
1/15/2014,21300569,TOR @ BOS,BOS,TOR,0.506,96.5,46.5,35.8,77.6,-0.2,0.415,97.2,44.6,34.3,78.8,-1.5,1
1/15/2014,21300573,UTA @ SAS,SAS,UTA,0.707,103,48.1,37.6,79.1,6.4,0.524,98,45.4,36.6,76.4,-0.1,1
1/16/2014,21300580,OKC @ HOU,HOU,OKC,0.549,106,46.1,36.6,75.4,3.5,0.732,105.7,48.1,37.7,82.8,9.2,0
1/16/2014,21300578,NYK @ IND,IND,NYK,0.605,94.7,43.6,34.7,74.6,4,0.659,100,44.8,37.6,75.9,4.2,1
1/16/2014,21300579,BKN @ ATL,ATL,BKN,0.537,98,46.4,37.1,71.5,0.4,0.598,96.9,45,35.7,73.1,1.8,0
1/17/2014,21300581,LAC @ NYK,NYK,LAC,0.659,100,44.8,37.6,75.9,4.2,0.683,101.1,47.8,35.8,71.1,6.5,0
1/17/2014,21300589,POR @ SAS,SAS,POR,0.707,103,48.1,37.6,79.1,6.4,0.402,97.5,44.8,35.3,77.6,-3.2,0
1/17/2014,21300583,MIA @ PHI,PHI,MIA,0.415,93.2,44.4,36,72.9,-3.3,0.805,102.9,49.6,39.6,75.4,7.9,0
1/17/2014,21300582,CHA @ ORL,ORL,CHA,0.244,94.1,44.8,32.9,75.5,-7,0.256,93.4,42.5,33.5,75,-9.2,0
1/17/2014,21300588,SAC @ MEM,MEM,SAC,0.683,93.4,44.4,34.5,77.3,4.1,0.341,100.2,44.7,36.3,76.9,-4.9,1
1/17/2014,21300592,GSW @ OKC,OKC,GSW,0.732,105.7,48.1,37.7,82.8,9.2,0.573,101.2,45.8,40.3,79,0.9,1
1/17/2014,21300590,CLE @ DEN,DEN,CLE,0.695,106.1,47.8,34.3,70.1,5.1,0.293,96.5,43.4,34.6,75.6,-4.7,0
1/17/2014,21300587,UTA @ DET,DET,UTA,0.354,94.9,44.9,35.6,69.9,-4,0.524,98,45.4,36.6,76.4,-0.1,0
1/17/2014,21300585,CHI @ WAS,WAS,CHI,0.354,93.2,43.5,36.5,73.3,-2.5,0.549,93.2,43.7,35.3,77.3,0.3,1
1/17/2014,21300591,DAL @ PHX,PHX,DAL,0.305,95.2,44.3,33,74.4,-6.5,0.5,101.1,46.2,37.2,79.3,-0.6,0
1/17/2014,21300586,LAL @ BOS,BOS,LAL,0.506,96.5,46.5,35.8,77.6,-0.2,0.549,102.2,45.8,35.5,69.2,1.2,0
1/17/2014,21300584,MIN @ TOR,TOR,MIN,0.415,97.2,44.6,34.3,78.8,-1.5,0.378,95.7,43.9,30.5,74.2,-2.4,1
1/18/2014,21300596,PHI @ CHI,CHI,PHI,0.549,93.2,43.7,35.3,77.3,0.3,0.415,93.2,44.4,36,72.9,-3.3,1
1/18/2014,21300594,LAC @ IND,IND,LAC,0.605,94.7,43.6,34.7,74.6,4,0.683,101.1,47.8,35.8,71.1,6.5,1
1/18/2014,21300597,MIL @ HOU,HOU,MIL,0.549,106,46.1,36.6,75.4,3.5,0.463,98.9,43.5,36,73.6,-1.5,1
1/18/2014,21300593,MIA @ CHA,CHA,MIA,0.256,93.4,42.5,33.5,75,-9.2,0.805,102.9,49.6,39.6,75.4,7.9,0
1/18/2014,21300599,GSW @ NOP,NOP,GSW,0.329,94.1,44.8,36.3,77.6,-3.9,0.573,101.2,45.8,40.3,79,0.9,0
1/18/2014,21300595,DET @ WAS,WAS,DET,0.354,93.2,43.5,36.5,73.3,-2.5,0.354,94.9,44.9,35.6,69.9,-4,0
1/18/2014,21300598,UTA @ MIN,MIN,UTA,0.378,95.7,43.9,30.5,74.2,-2.4,0.524,98,45.4,36.6,76.4,-0.1,1
1/18/2014,21300600,POR @ DAL,DAL,POR,0.5,101.1,46.2,37.2,79.3,-0.6,0.402,97.5,44.8,35.3,77.6,-3.2,0
1/19/2014,21300605,DEN @ PHX,PHX,DEN,0.305,95.2,44.3,33,74.4,-6.5,0.695,106.1,47.8,34.3,70.1,5.1,1
1/19/2014,21300602,BOS @ ORL,ORL,BOS,0.244,94.1,44.8,32.9,75.5,-7,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/19/2014,21300603,SAC @ OKC,OKC,SAC,0.732,105.7,48.1,37.7,82.8,9.2,0.341,100.2,44.7,36.3,76.9,-4.9,1
1/19/2014,21300604,MIL @ SAS,SAS,MIL,0.707,103,48.1,37.6,79.1,6.4,0.463,98.9,43.5,36,73.6,-1.5,1
1/19/2014,21300601,LAL @ TOR,TOR,LAL,0.415,97.2,44.6,34.3,78.8,-1.5,0.549,102.2,45.8,35.5,69.2,1.2,0
1/20/2014,21300606,DAL @ CLE,CLE,DAL,0.293,96.5,43.4,34.6,75.6,-4.7,0.5,101.1,46.2,37.2,79.3,-0.6,0
1/20/2014,21300615,IND @ GSW,GSW,IND,0.573,101.2,45.8,40.3,79,0.9,0.605,94.7,43.6,34.7,74.6,4,0
1/20/2014,21300608,TOR @ CHA,CHA,TOR,0.256,93.4,42.5,33.5,75,-9.2,0.415,97.2,44.6,34.3,78.8,-1.5,1
1/20/2014,21300614,POR @ HOU,HOU,POR,0.549,106,46.1,36.6,75.4,3.5,0.402,97.5,44.8,35.3,77.6,-3.2,1
1/20/2014,21300612,MIA @ ATL,ATL,MIA,0.537,98,46.4,37.1,71.5,0.4,0.805,102.9,49.6,39.6,75.4,7.9,1
1/20/2014,21300613,LAL @ CHI,CHI,LAL,0.549,93.2,43.7,35.3,77.3,0.3,0.549,102.2,45.8,35.5,69.2,1.2,1
1/20/2014,21300609,PHI @ WAS,WAS,PHI,0.354,93.2,43.5,36.5,73.3,-2.5,0.415,93.2,44.4,36,72.9,-3.3,1
1/20/2014,21300610,BKN @ NYK,NYK,BKN,0.659,100,44.8,37.6,75.9,4.2,0.598,96.9,45,35.7,73.1,1.8,0
1/20/2014,21300607,LAC @ DET,DET,LAC,0.354,94.9,44.9,35.6,69.9,-4,0.683,101.1,47.8,35.8,71.1,6.5,0
1/20/2014,21300611,NOP @ MEM,MEM,NOP,0.683,93.4,44.4,34.5,77.3,4.1,0.329,94.1,44.8,36.3,77.6,-3.9,0
1/21/2014,21300616,ORL @ BKN,BKN,ORL,0.598,96.9,45,35.7,73.1,1.8,0.244,94.1,44.8,32.9,75.5,-7,1
1/21/2014,21300617,BOS @ MIA,MIA,BOS,0.805,102.9,49.6,39.6,75.4,7.9,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/21/2014,21300618,SAC @ NOP,NOP,SAC,0.329,94.1,44.8,36.3,77.6,-3.9,0.341,100.2,44.7,36.3,76.9,-4.9,0
1/21/2014,21300620,MIN @ UTA,UTA,MIN,0.524,98,45.4,36.6,76.4,-0.1,0.378,95.7,43.9,30.5,74.2,-2.4,0
1/21/2014,21300619,POR @ OKC,OKC,POR,0.732,105.7,48.1,37.7,82.8,9.2,0.402,97.5,44.8,35.3,77.6,-3.2,1
1/22/2014,21300628,DET @ MIL,MIL,DET,0.463,98.9,43.5,36,73.6,-1.5,0.354,94.9,44.9,35.6,69.9,-4,1
1/22/2014,21300625,BOS @ WAS,WAS,BOS,0.354,93.2,43.5,36.5,73.3,-2.5,0.506,96.5,46.5,35.8,77.6,-0.2,0
1/22/2014,21300623,ATL @ ORL,ORL,ATL,0.244,94.1,44.8,32.9,75.5,-7,0.537,98,46.4,37.1,71.5,0.4,0
1/22/2014,21300629,IND @ PHX,PHX,IND,0.305,95.2,44.3,33,74.4,-6.5,0.605,94.7,43.6,34.7,74.6,4,1
1/22/2014,21300622,CHI @ CLE,CLE,CHI,0.293,96.5,43.4,34.6,75.6,-4.7,0.549,93.2,43.7,35.3,77.3,0.3,0
1/22/2014,21300627,SAC @ HOU,HOU,SAC,0.549,106,46.1,36.6,75.4,3.5,0.341,100.2,44.7,36.3,76.9,-4.9,1
1/22/2014,21300621,LAC @ CHA,CHA,LAC,0.256,93.4,42.5,33.5,75,-9.2,0.683,101.1,47.8,35.8,71.1,6.5,1
1/22/2014,21300630,OKC @ SAS,SAS,OKC,0.707,103,48.1,37.6,79.1,6.4,0.732,105.7,48.1,37.7,82.8,9.2,0
1/22/2014,21300624,DAL @ TOR,TOR,DAL,0.415,97.2,44.6,34.3,78.8,-1.5,0.5,101.1,46.2,37.2,79.3,-0.6,1
1/22/2014,21300626,PHI @ NYK,NYK,PHI,0.659,100,44.8,37.6,75.9,4.2,0.415,93.2,44.4,36,72.9,-3.3,0
1/23/2014,21300632,DEN @ POR,POR,DEN,0.402,97.5,44.8,35.3,77.6,-3.2,0.695,106.1,47.8,34.3,70.1,5.1,1
1/23/2014,21300631,LAL @ MIA,MIA,LAL,0.805,102.9,49.6,39.6,75.4,7.9,0.549,102.2,45.8,35.5,69.2,1.2,1
1/24/2014,21300634,TOR @ PHI,PHI,TOR,0.415,93.2,44.4,36,72.9,-3.3,0.415,97.2,44.6,34.3,78.8,-1.5,0
1/24/2014,21300641,LAC @ CHI,CHI,LAC,0.549,93.2,43.7,35.3,77.3,0.3,0.683,101.1,47.8,35.8,71.1,6.5,0
1/24/2014,21300640,CHA @ NYK,NYK,CHA,0.659,100,44.8,37.6,75.9,4.2,0.256,93.4,42.5,33.5,75,-9.2,1
1/24/2014,21300642,MEM @ HOU,HOU,MEM,0.549,106,46.1,36.6,75.4,3.5,0.683,93.4,44.4,34.5,77.3,4.1,0
1/24/2014,21300636,OKC @ BOS,BOS,OKC,0.506,96.5,46.5,35.8,77.6,-0.2,0.732,105.7,48.1,37.7,82.8,9.2,0
1/24/2014,21300644,IND @ SAC,SAC,IND,0.341,100.2,44.7,36.3,76.9,-4.9,0.605,94.7,43.6,34.7,74.6,4,0
1/24/2014,21300643,WAS @ PHX,PHX,WAS,0.305,95.2,44.3,33,74.4,-6.5,0.354,93.2,43.5,36.5,73.3,-2.5,0
1/24/2014,21300635,SAS @ ATL,ATL,SAS,0.537,98,46.4,37.1,71.5,0.4,0.707,103,48.1,37.6,79.1,6.4,0
1/24/2014,21300637,DAL @ BKN,BKN,DAL,0.598,96.9,45,35.7,73.1,1.8,0.5,101.1,46.2,37.2,79.3,-0.6,1
1/24/2014,21300633,LAL @ ORL,ORL,LAL,0.244,94.1,44.8,32.9,75.5,-7,0.549,102.2,45.8,35.5,69.2,1.2,1
1/24/2014,21300638,MIL @ CLE,CLE,MIL,0.293,96.5,43.4,34.6,75.6,-4.7,0.463,98.9,43.5,36,73.6,-1.5,1
1/24/2014,21300645,MIN @ GSW,GSW,MIN,0.573,101.2,45.8,40.3,79,0.9,0.378,95.7,43.9,30.5,74.2,-2.4,0
1/24/2014,21300639,NOP @ DET,DET,NOP,0.354,94.9,44.9,35.6,69.9,-4,0.329,94.1,44.8,36.3,77.6,-3.9,0
1/25/2014,21300651,IND @ DEN,DEN,IND,0.695,106.1,47.8,34.3,70.1,5.1,0.605,94.7,43.6,34.7,74.6,4,1
1/25/2014,21300648,OKC @ PHI,PHI,OKC,0.415,93.2,44.4,36,72.9,-3.3,0.732,105.7,48.1,37.7,82.8,9.2,0
1/25/2014,21300652,WAS @ UTA,UTA,WAS,0.524,98,45.4,36.6,76.4,-0.1,0.354,93.2,43.5,36.5,73.3,-2.5,1
1/25/2014,21300646,CHI @ CHA,CHA,CHI,0.256,93.4,42.5,33.5,75,-9.2,0.549,93.2,43.7,35.3,77.3,0.3,0
1/25/2014,21300653,MIN @ POR,POR,MIN,0.402,97.5,44.8,35.3,77.6,-3.2,0.378,95.7,43.9,30.5,74.2,-2.4,1
1/25/2014,21300649,HOU @ MEM,MEM,HOU,0.683,93.4,44.4,34.5,77.3,4.1,0.549,106,46.1,36.6,75.4,3.5,1
1/25/2014,21300647,LAC @ TOR,TOR,LAC,0.415,97.2,44.6,34.3,78.8,-1.5,0.683,101.1,47.8,35.8,71.1,6.5,0
1/25/2014,21300650,ATL @ MIL,MIL,ATL,0.463,98.9,43.5,36,73.6,-1.5,0.537,98,46.4,37.1,71.5,0.4,0
1/26/2014,21300658,BKN @ BOS,BOS,BKN,0.506,96.5,46.5,35.8,77.6,-0.2,0.598,96.9,45,35.7,73.1,1.8,0
1/26/2014,21300657,PHX @ CLE,CLE,PHX,0.293,96.5,43.4,34.6,75.6,-4.7,0.305,95.2,44.3,33,74.4,-6.5,0
1/26/2014,21300659,DET @ DAL,DAL,DET,0.5,101.1,46.2,37.2,79.3,-0.6,0.354,94.9,44.9,35.6,69.9,-4,1
1/26/2014,21300656,ORL @ NOP,NOP,ORL,0.329,94.1,44.8,36.3,77.6,-3.9,0.244,94.1,44.8,32.9,75.5,-7,1
1/26/2014,21300654,SAS @ MIA,MIA,SAS,0.805,102.9,49.6,39.6,75.4,7.9,0.707,103,48.1,37.6,79.1,6.4,1
1/26/2014,21300660,POR @ GSW,GSW,POR,0.573,101.2,45.8,40.3,79,0.9,0.402,97.5,44.8,35.3,77.6,-3.2,1
1/26/2014,21300655,LAL @ NYK,NYK,LAL,0.659,100,44.8,37.6,75.9,4.2,0.549,102.2,45.8,35.5,69.2,1.2,1
1/26/2014,21300661,DEN @ SAC,SAC,DEN,0.341,100.2,44.7,36.3,76.9,-4.9,0.695,106.1,47.8,34.3,70.1,5.1,0
1/27/2014,21300667,SAC @ UTA,UTA,SAC,0.524,98,45.4,36.6,76.4,-0.1,0.341,100.2,44.7,36.3,76.9,-4.9,1
1/27/2014,21300665,LAC @ MIL,MIL,LAC,0.463,98.9,43.5,36,73.6,-1.5,0.683,101.1,47.8,35.8,71.1,6.5,0
1/27/2014,21300666,ATL @ OKC,OKC,ATL,0.732,105.7,48.1,37.7,82.8,9.2,0.537,98,46.4,37.1,71.5,0.4,1
1/27/2014,21300662,PHX @ PHI,PHI,PHX,0.415,93.2,44.4,36,72.9,-3.3,0.305,95.2,44.3,33,74.4,-6.5,0
1/27/2014,21300663,TOR @ BKN,BKN,TOR,0.598,96.9,45,35.7,73.1,1.8,0.415,97.2,44.6,34.3,78.8,-1.5,0
1/27/2014,21300664,MIN @ CHI,CHI,MIN,0.549,93.2,43.7,35.3,77.3,0.3,0.378,95.7,43.9,30.5,74.2,-2.4,0
1/28/2014,21300669,ORL @ DET,DET,ORL,0.354,94.9,44.9,35.6,69.9,-4,0.244,94.1,44.8,32.9,75.5,-7,1
1/28/2014,21300672,MEM @ POR,POR,MEM,0.402,97.5,44.8,35.3,77.6,-3.2,0.683,93.4,44.4,34.5,77.3,4.1,0
1/28/2014,21300671,SAS @ HOU,HOU,SAS,0.549,106,46.1,36.6,75.4,3.5,0.707,103,48.1,37.6,79.1,6.4,1
1/28/2014,21300673,WAS @ GSW,GSW,WAS,0.573,101.2,45.8,40.3,79,0.9,0.354,93.2,43.5,36.5,73.3,-2.5,0
1/28/2014,21300670,BOS @ NYK,NYK,BOS,0.659,100,44.8,37.6,75.9,4.2,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/28/2014,21300674,IND @ LAL,LAL,IND,0.549,102.2,45.8,35.5,69.2,1.2,0.605,94.7,43.6,34.7,74.6,4,0
1/28/2014,21300668,NOP @ CLE,CLE,NOP,0.293,96.5,43.4,34.6,75.6,-4.7,0.329,94.1,44.8,36.3,77.6,-3.9,0
1/29/2014,21300676,ORL @ TOR,TOR,ORL,0.415,97.2,44.6,34.3,78.8,-1.5,0.244,94.1,44.8,32.9,75.5,-7,1
1/29/2014,21300680,NOP @ MIN,MIN,NOP,0.378,95.7,43.9,30.5,74.2,-2.4,0.329,94.1,44.8,36.3,77.6,-3.9,1
1/29/2014,21300682,CHA @ DEN,DEN,CHA,0.695,106.1,47.8,34.3,70.1,5.1,0.256,93.4,42.5,33.5,75,-9.2,0
1/29/2014,21300679,PHX @ MIL,MIL,PHX,0.463,98.9,43.5,36,73.6,-1.5,0.305,95.2,44.3,33,74.4,-6.5,0
1/29/2014,21300684,MEM @ SAC,SAC,MEM,0.341,100.2,44.7,36.3,76.9,-4.9,0.683,93.4,44.4,34.5,77.3,4.1,0
1/29/2014,21300678,PHI @ BOS,BOS,PHI,0.506,96.5,46.5,35.8,77.6,-0.2,0.415,93.2,44.4,36,72.9,-3.3,0
1/29/2014,21300683,CHI @ SAS,SAS,CHI,0.707,103,48.1,37.6,79.1,6.4,0.549,93.2,43.7,35.3,77.3,0.3,0
1/29/2014,21300675,OKC @ MIA,MIA,OKC,0.805,102.9,49.6,39.6,75.4,7.9,0.732,105.7,48.1,37.7,82.8,9.2,0
1/29/2014,21300681,HOU @ DAL,DAL,HOU,0.5,101.1,46.2,37.2,79.3,-0.6,0.549,106,46.1,36.6,75.4,3.5,0
1/29/2014,21300685,WAS @ LAC,LAC,WAS,0.683,101.1,47.8,35.8,71.1,6.5,0.354,93.2,43.5,36.5,73.3,-2.5,1
1/30/2014,21300686,PHX @ IND,IND,PHX,0.605,94.7,43.6,34.7,74.6,4,0.305,95.2,44.3,33,74.4,-6.5,0
1/30/2014,21300687,CLE @ NYK,NYK,CLE,0.659,100,44.8,37.6,75.9,4.2,0.293,96.5,43.4,34.6,75.6,-4.7,1
1/30/2014,21300688,LAC @ GSW,GSW,LAC,0.573,101.2,45.8,40.3,79,0.9,0.683,101.1,47.8,35.8,71.1,6.5,1
1/31/2014,21300692,OKC @ BKN,BKN,OKC,0.598,96.9,45,35.7,73.1,1.8,0.732,105.7,48.1,37.7,82.8,9.2,0
1/31/2014,21300691,MEM @ MIN,MIN,MEM,0.378,95.7,43.9,30.5,74.2,-2.4,0.683,93.4,44.4,34.5,77.3,4.1,0
1/31/2014,21300689,MIL @ ORL,ORL,MIL,0.244,94.1,44.8,32.9,75.5,-7,0.463,98.9,43.5,36,73.6,-1.5,1
1/31/2014,21300695,CHA @ LAL,LAL,CHA,0.549,102.2,45.8,35.5,69.2,1.2,0.256,93.4,42.5,33.5,75,-9.2,0
1/31/2014,21300694,TOR @ DEN,DEN,TOR,0.695,106.1,47.8,34.3,70.1,5.1,0.415,97.2,44.6,34.3,78.8,-1.5,0
1/31/2014,21300690,ATL @ PHI,PHI,ATL,0.415,93.2,44.4,36,72.9,-3.3,0.537,98,46.4,37.1,71.5,0.4,0
